id;full_name;dob;telnum;mail;loyalty
C0000000644;Herb Haygood;1996-04-18;+43  680 7785639;Herb.Haygood@gmx.at;0
C0000000645;Kyle Johnson;1999-07-13;+43  676 2976724;Kyle.Johnson@outlook.com;0
C0000000646;Rocky Bernard;1967-10-21;+43  676 7947555;Rocky.Bernard@hotmail.com;0
C0000000647;Kenyon Coleman;1967-07-25;+43  676 7596467;Kenyon.Coleman@chello.at;0
C0000000648;Kevin McCadam;1953-03-26;+43  664 9912543;Kevin.McCadam@chello.at;0
C0000000649;Jason McAddley;1946-05-13;+43  680 7556146;Jason.McAddley@me.com;0
C0000000650;Mel Mitchell;1958-11-16;+43  1 5126060;Mel.Mitchell@gmail.com;1
C0000000651;Jake Schifino;1998-12-21;+43  664 4636561;Jake.Schifino@chello.at;0
C0000000652;Nick Greisen;1994-04-13;+43  676 1324668;Nick.Greisen@gmx.de;0
C0000000653;Ramon Walker;1953-11-27;+43  1 2156413;Ramon.Walker@chello.at;0
C0000000654;Jonathan Goodwin;1946-01-24;+43  1 5032801;Jonathan.Goodwin@chello.at;0
C0000000655;Terry Jones;1960-12-08;+43  676 2481018;Terry.Jones@yahoo.com;0
C0000000656;Aaron Kampman;1962-05-21;+43  680 8728015;Aaron.Kampman@hotmail.com;0
C0000000657;Jermaine Phillips;1966-08-17;+43  1 8113430;Jermaine.Phillips@gmail.com;0
C0000000658;Kurt Kittner;1984-03-06;+43  676 3448418;Kurt.Kittner@yahoo.com;0
C0000000659;Andre Lott;1951-03-30;+43  664 1121275;Andre.Lott@hotmail.com;0
C0000000660;Robert Royal;1953-12-13;+43  680 6181300;Robert.Royal@gmail.com;1
C0000000661;Omare Lowe;1978-12-29;+43  1 9718506;Omare.Lowe@example.com;0
C0000000662;Freddie Milons;1942-11-15;+43  664 3033077;Freddie.Milons@univie.ac.at;0
C0000000663;Brandon Doman;1949-01-16;+43  664 4186159;Brandon.Doman@chello.at;0
C0000000664;Craig Nall;1966-03-16;+43  1 6181915;Craig.Nall@hotmail.com;0
C0000000665;Bryan Knight;1962-06-10;+43  664 2565018;Bryan.Knight@yahoo.com;0
C0000000666;Verron Haynes;1975-05-29;+43  680 9707250;Verron.Haynes@gmail.com;0
C0000000667;Courtland Bullard;1978-02-21;+43  664 3721045;Courtland.Bullard@yahoo.com;0
C0000000668;Pete Hunter;1992-11-08;+43  676 5813623;Pete.Hunter@chello.at;0
C0000000669;Ryan Hannam;1947-05-22;+43  680 8357116;Ryan.Hannam@outlook.com;0
C0000000670;Sam Simmons;1976-09-26;+43  676 3694858;Sam.Simmons@me.com;1
C0000000671;Matt Hill;2001-12-14;+43  664 1327271;Matt.Hill@chello.at;0
C0000000672;Josh Shaw;1964-07-05;+43  664 2300076;Josh.Shaw@gmx.de;0
C0000000673;Demarcus Faggins;1986-05-18;+43  676 2019560;Demarcus.Faggins@gmail.com;0
C0000000674;Keith Heinrich;1982-08-08;+43  676 7635708;Keith.Heinrich@outlook.com;0
C0000000675;Chris Cash;1953-09-19;+43  680 3243650;Chris.Cash@gmail.com;0
C0000000676;Kevin Thomas;1993-04-26;+43  664 3290786;Kevin.Thomas@me.com;0
C0000000677;Nick Rogers;1957-03-01;+43  680 1213241;Nick.Rogers@chello.at;0
C0000000678;Matt Anderle;1952-08-29;+43  676 1078162;Matt.Anderle@me.com;0
C0000000679;Tyson Walter;1964-06-06;+43  664 1264785;Tyson.Walter@hotmail.com;0
C0000000680;Clenton Ballard;1994-08-13;+43  676 8605611;Clenton.Ballard@chello.at;1
C0000000681;Marquand Manuel;2006-01-02;+43  664 8421344;Marquand.Manuel@gmx.de;0
C0000000682;David Pugh;1987-09-19;+43  664 7791989;David.Pugh@chello.at;0
C0000000683;James Lewis;1950-04-07;+43  664 7514489;James.Lewis@chello.at;0
C0000000684;Kahlil Hill;1941-08-13;+43  680 4850692;Kahlil.Hill@gmx.de;0
C0000000685;Josh Scobey;2007-09-02;+43  664 7767298;Josh.Scobey@univie.ac.at;0
C0000000686;J.T. O'Sullivan;1983-01-27;+43  680 2501268;J.TOSullivan@gmx.de;0
C0000000687;Justin Hartwig;1989-06-18;+43  676 1076488;Justin.Hartwig@outlook.com;0
C0000000688;Wesly Mallard;1998-11-17;+43  680 8856592;Wesly.Mallard@gmx.de;0
C0000000689;Keyon Nash;1997-11-15;+43  1 1323571;Keyon.Nash@chello.at;0
C0000000690;Howard Green;1964-11-14;+43  676 8477111;Howard.Green@chello.at;1
C0000000691;Jeb Putzier;1997-02-08;+43  664 1369924;Jeb.Putzier@outlook.com;0
C0000000692;Reggie Coleman;1979-08-16;+43  680 3981845;Reggie.Coleman@yahoo.com;0
C0000000693;John Stamper;1951-04-14;+43  680 6224167;John.Stamper@chello.at;0
C0000000694;Craig Jarrett;1993-10-23;+43  664 5470901;Craig.Jarrett@chello.at;0
C0000000695;Lamont Brightful;1969-11-26;+43  664 7133106;Lamont.Brightful@example.com;0
C0000000696;John Gilmore;1976-02-18;+43  664 4582878;John.Gilmore@example.com;0
C0000000697;Larry Ned;1983-11-04;+43  664 8919260;Larry.Ned@gmail.com;0
C0000000698;Tyreo Harrison;1940-08-22;+43  664 1151183;Tyreo.Harrison@chello.at;0
C0000000699;Adrian Peterson;1992-02-20;+43  664 8465357;Adrian.Peterson@gmx.at;0
C0000000700;Mike Houghton;1956-01-18;+43  664 4835578;Mike.Houghton@example.com;1
C0000000701;Mark Anelli;1995-12-15;+43  676 4966909;Mark.Anelli@yahoo.com;0
C0000000702;Lee Mays;1990-11-03;+43  664 6126328;Lee.Mays@univie.ac.at;0
C0000000703;Jamin Elliott;1969-03-05;+43  664 9690705;Jamin.Elliott@hotmail.com;0
C0000000704;Brian Allen;1943-04-14;+43  680 6501244;Brian.Allen@gmx.de;0
C0000000705;Steve Bellisari;1950-12-03;+43  676 5938149;Steve.Bellisari@univie.ac.at;0
C0000000706;Javin Hunter;1977-11-14;+43  664 3052814;Javin.Hunter@univie.ac.at;0
C0000000707;Chester Taylor;1990-04-01;+43  680 2084824;Chester.Taylor@outlook.com;0
C0000000708;DeVeren Johnson;1945-03-25;+43  676 6396669;DeVeren.Johnson@gmx.at;0
C0000000709;Chad Williams;1975-12-14;+43  1 9540660;Chad.Williams@gmail.com;0
C0000000710;Bryan Fletcher;2005-04-10;+43  676 7708465;Bryan.Fletcher@hotmail.com;1
C0000000711;Bob Slowikowski;1963-09-24;+43  664 3139911;Bob.Slowikowski@chello.at;0
C0000000712;LaVar Glover;1997-07-27;+43  664 4069155;LaVar.Glover@hotmail.com;0
C0000000713;Pete Campion;1952-06-15;+43  664 8053470;Pete.Campion@gmail.com;0
C0000000714;Luke Staley;1991-02-19;+43  664 3571302;Luke.Staley@me.com;0
C0000000715;Mike Pucillo;1990-03-17;+43  1 7028408;Mike.Pucillo@outlook.com;0
C0000000716;Seth Burford;2004-07-06;+43  676 4618193;Seth.Burford@gmx.at;0
C0000000717;Michael Coleman;1944-07-27;+43  664 3040095;Michael.Coleman@hotmail.com;0
C0000000718;Chad Beasley;1940-10-31;+43  680 4397997;Chad.Beasley@chello.at;0
C0000000719;Joey Evans;1971-09-25;+43  664 9620385;Joey.Evans@hotmail.com;0
C0000000720;Josh Mallard;1948-05-13;+43  1 9362028;Josh.Mallard@univie.ac.at;1
C0000000721;Maurice Rodriguez;1982-04-14;+43  676 7824735;Maurice.Rodriguez@univie.ac.at;0
C0000000722;Kendall Newson;1941-12-17;+43  680 9619138;Kendall.Newson@me.com;0
C0000000723;Mike Banks;1986-02-05;+43  664 6492293;Mike.Banks@gmx.at;0
C0000000724;Derrius Monroe;2005-10-23;+43  1 8552415;Derrius.Monroe@hotmail.com;0
C0000000725;Darrell Hill;1968-06-01;+43  664 4908901;Darrell.Hill@chello.at;0
C0000000726;Daryl Jones;1958-11-27;+43  664 1813473;Daryl.Jones@chello.at;0
C0000000727;Joaquin Gonzalez;1968-05-28;+43  664 9039575;Joaquin.Gonzalez@hotmail.com;0
C0000000728;Chris Young;1976-01-17;+43  676 1656618;Chris.Young@yahoo.com;0
C0000000729;Stylez G. White;1951-06-01;+43  664 8785698;Stylez.GWhite@univie.ac.at;0
C0000000730;Jeff Grau;1988-08-03;+43  664 3316243;Jeff.Grau@chello.at;1
C0000000731;Monsanto Pope;2004-11-16;+43  664 8343710;Monsanto.Pope@gmail.com;0
C0000000732;Jeff Kelly;1992-12-29;+43  664 6346023;Jeff.Kelly@chello.at;0
C0000000733;Tim Wansley;1982-06-14;+43  676 7357797;Tim.Wansley@chello.at;0
C0000000734;Greg Scott;1983-12-15;+43  664 2387795;Greg.Scott@hotmail.com;0
C0000000735;Ronald Curry;1949-03-02;+43  1 8866953;Ronald.Curry@chello.at;0
C0000000736;Wes Pate;1986-04-03;+43  676 7075798;Wes.Pate@univie.ac.at;0
C0000000737;Antwoine Womack;1959-10-06;+43  676 5677660;Antwoine.Womack@gmail.com;0
C0000000738;Raheem Brock;1980-10-17;+43  664 7942845;Raheem.Brock@yahoo.com;0
C0000000739;Eric Heitmann;1988-08-24;+43  664 2116437;Eric.Heitmann@chello.at;0
C0000000740;Carlos Hall;2004-12-24;+43  1 9467282;Carlos.Hall@me.com;1
C0000000741;Leonard Henry;1966-07-02;+43  680 3719533;Leonard.Henry@gmx.at;0
C0000000742;Brett Keisel;2005-11-23;+43  664 2650106;Brett.Keisel@example.com;0
C0000000743;Chris Massey;1990-12-15;+43  664 2558442;Chris.Massey@univie.ac.at;0
C0000000744;Kevin Shaffer;1942-09-24;+43  1 8333727;Kevin.Shaffer@yahoo.com;0
C0000000745;Quincy Monk;1995-03-23;+43  680 8331505;Quincy.Monk@hotmail.com;0
C0000000746;Steve Smith;1940-05-14;+43  680 6930426;Steve.Smith@me.com;0
C0000000747;Hayden Epstein;2000-09-21;+43  664 7699747;Hayden.Epstein@chello.at;0
C0000000748;Kyle Kosier;1947-03-16;+43  664 8298380;Kyle.Kosier@gmail.com;0
C0000000749;Rodney Wright;1948-05-09;+43  664 8230701;Rodney.Wright@chello.at;0
C0000000750;Tracey Wistrom;1979-04-02;+43  680 1029308;Tracey.Wistrom@outlook.com;1
C0000000751;Jarrett Ferguson;1948-12-31;+43  676 9086664;Jarrett.Ferguson@outlook.com;0
C0000000752;Matt Murphy;1960-03-05;+43  680 2285641;Matt.Murphy@chello.at;0
C0000000753;David Givens;1949-06-16;+43  1 9673618;David.Givens@yahoo.com;0
C0000000754;Aaron Lockett;1992-07-13;+43  676 6350530;Aaron.Lockett@gmail.com;0
C0000000755;Zack Quaccia;1953-04-29;+43  664 3490010;Zack.Quaccia@gmail.com;0
C0000000756;Teddy Gaines;1996-10-06;+43  664 9104267;Teddy.Gaines@chello.at;0
C0000000757;Rock Cartwright;1965-07-05;+43  680 6613363;Rock.Cartwright@yahoo.com;0
C0000000758;Brad Franklin;1967-04-27;+43  680 9965454;Brad.Franklin@yahoo.com;0
C0000000759;Victor Rogers;1955-08-26;+43  680 2028962;Victor.Rogers@me.com;0
C0000000760;Dominique Stevenson;1998-07-19;+43  664 2159509;Dominique.Stevenson@yahoo.com;1
C0000000761;Ahmad Miller;1967-05-25;+43  1 6702113;Ahmad.Miller@chello.at;0
C0000000762;Carson Palmer;1957-07-07;+43  680 4368341;Carson.Palmer@chello.at;0
C0000000763;Charles Rogers;1985-03-04;+43  664 2367857;Charles.Rogers@gmx.at;0
C0000000764;Andre Johnson;1993-05-02;+43  664 8395213;Andre.Johnson@chello.at;0
C0000000765;Dewayne Robertson;1944-04-28;+43  664 7497899;Dewayne.Robertson@yahoo.com;0
C0000000766;Terence Newman;1962-02-14;+43  1 6370690;Terence.Newman@gmail.com;0
C0000000767;Johnathan Sullivan;1982-03-28;+43  680 1900360;Johnathan.Sullivan@gmail.com;0
C0000000768;Byron Leftwich;1989-01-22;+43  664 7972180;Byron.Leftwich@gmail.com;0
C0000000769;Jordan Gross;1961-10-04;+43  664 9075233;Jordan.Gross@gmx.at;0
C0000000770;Kevin Williams;1965-03-24;+43  664 8998437;Kevin.Williams@chello.at;1
C0000000771;Terrell Suggs;1983-07-31;+43  664 8948804;Terrell.Suggs@gmx.de;0
C0000000772;Marcus Trufant;1940-06-18;+43  680 2447594;Marcus.Trufant@me.com;0
C0000000773;Jimmy Kennedy;1991-11-16;+43  664 8456951;Jimmy.Kennedy@gmx.at;0
C0000000774;Ty Warren;1953-08-20;+43  664 3307386;Ty.Warren@me.com;0
C0000000775;Michael Haynes;1971-05-03;+43  664 7547206;Michael.Haynes@example.com;0
C0000000776;Jerome McDougle;1968-12-05;+43  676 3230828;Jerome.McDougle@univie.ac.at;0
C0000000777;Troy Polamalu;1947-08-17;+43  1 4634795;Troy.Polamalu@hotmail.com;0
C0000000778;Bryant Johnson;1962-02-09;+43  676 9859876;Bryant.Johnson@gmx.de;0
C0000000779;Calvin Pace;1956-11-29;+43  680 3069743;Calvin.Pace@chello.at;0
C0000000780;Kyle Boller;2005-02-18;+43  664 6115329;Kyle.Boller@chello.at;1
C0000000781;George Foster;2001-12-10;+43  664 4308200;George.Foster@gmail.com;0
C0000000782;Jeff Faine;2004-06-23;+43  676 7850590;Jeff.Faine@gmail.com;0
C0000000783;Rex Grossman;1974-11-16;+43  676 8603930;Rex.Grossman@gmail.com;0
C0000000784;Willis McGahee;1999-08-22;+43  664 1865032;Willis.McGahee@outlook.com;0
C0000000785;Dallas Clark;1979-04-26;+43  1 1794587;Dallas.Clark@gmx.at;0
C0000000786;William Joseph;1961-08-02;+43  680 8069124;William.Joseph@outlook.com;0
C0000000787;Kwame Harris;1946-04-01;+43  680 5107763;Kwame.Harris@yahoo.com;0
C0000000788;Larry Johnson;1965-08-07;+43  676 6405027;Larry.Johnson@yahoo.com;0
C0000000789;Andre Woolfolk;1953-12-05;+43  676 6119204;Andre.Woolfolk@gmx.de;0
C0000000790;Nick Barnett;1945-06-21;+43  676 5681553;Nick.Barnett@chello.at;1
C0000000791;Sammy Davis;1983-06-18;+43  664 2703192;Sammy.Davis@gmx.de;0
C0000000792;Nnamdi Asomugha;2007-08-08;+43  664 3354284;Nnamdi.Asomugha@univie.ac.at;0
C0000000793;Tyler Brayton;1951-04-22;+43  664 3916246;Tyler.Brayton@me.com;0
C0000000794;Eric Steinbach;1966-05-06;+43  680 2826300;Eric.Steinbach@gmail.com;0
C0000000795;Boss Bailey;1962-10-13;+43  676 2481315;Boss.Bailey@hotmail.com;0
C0000000796;Charles Tillman;1973-03-09;+43  676 6899876;Charles.Tillman@gmx.de;0
C0000000797;Eugene Wilson;1960-01-01;+43  664 9092466;Eugene.Wilson@example.com;0
C0000000798;Jon Stinchcomb;1980-10-01;+43  664 5045509;Jon.Stinchcomb@yahoo.com;0
C0000000799;Al Johnson;1976-01-31;+43  664 7049726;Al.Johnson@me.com;0
C0000000800;Rashean Mathis;1950-10-19;+43  664 8621698;Rashean.Mathis@univie.ac.at;1
C0000000801;E.J. Henderson;1975-01-08;+43  680 2724143;E.JHenderson@chello.at;0
C0000000802;Bennie Joppru;1986-07-17;+43  664 2266209;Bennie.Joppru@yahoo.com;0
C0000000803;Ken Hamlin;1955-09-03;+43  680 4717906;Ken.Hamlin@example.com;0
C0000000804;Pisa Tinoisamoa;2004-10-23;+43  1 3833102;Pisa.Tinoisamoa@me.com;0
C0000000805;Taylor Jacobs;1950-05-04;+43  676 5168051;Taylor.Jacobs@gmx.at;0
C0000000806;Bethel Johnson;1977-01-23;+43  664 4059093;Bethel.Johnson@gmx.at;0
C0000000807;Drayton Florence;1942-05-28;+43  676 3429003;Drayton.Florence@gmx.at;0
C0000000808;Kawika Mitchell;1940-12-17;+43  680 8674044;Kawika.Mitchell@gmx.de;0
C0000000809;Chris Kelsay;1999-11-12;+43  1 6878379;Chris.Kelsay@chello.at;0
C0000000810;Eddie Moore;1989-11-01;+43  676 7754698;Eddie.Moore@univie.ac.at;1
C0000000811;Bruce Nelson;1976-05-16;+43  1 9981103;Bruce.Nelson@gmx.at;0
C0000000812;Terry Pierce;1986-05-16;+43  664 4411159;Terry.Pierce@chello.at;0
C0000000813;Chaun Thompson;1984-07-12;+43  664 8033385;Chaun.Thompson@hotmail.com;0
C0000000814;Victor Hobson;1992-07-15;+43  664 8779349;Victor.Hobson@univie.ac.at;0
C0000000815;Anquan Boldin;1985-09-07;+43  680 3520858;Anquan.Boldin@me.com;0
C0000000816;Bryan Scott;1960-08-16;+43  676 8694260;Bryan.Scott@gmail.com;0
C0000000817;Osi Umenyiora;1955-05-29;+43  680 9560254;Osi.Umenyiora@yahoo.com;0
C0000000818;Anthony Adams;1997-09-28;+43  664 7680099;Anthony.Adams@yahoo.com;0
C0000000819;Mike Doss;1975-08-24;+43  680 8113678;Mike.Doss@example.com;0
C0000000820;Alonzo Jackson;2000-06-04;+43  664 2210950;Alonzo.Jackson@gmail.com;1
C0000000821;Tyrone Calico;1957-04-03;+43  676 5566186;Tyrone.Calico@me.com;0
C0000000822;L.J. Smith;1969-11-23;+43  664 8429258;L.JSmith@me.com;0
C0000000823;Terrence Kiel;1949-06-13;+43  680 4586731;Terrence.Kiel@chello.at;0
C0000000824;Teyo Johnson;1964-12-22;+43  676 5273310;Teyo.Johnson@gmail.com;0
C0000000825;Dewayne White;1965-11-03;+43  664 8026538;Dewayne.White@me.com;0
C0000000826;Kelley Washington;1944-03-21;+43  1 5394326;Kelley.Washington@me.com;0
C0000000827;Cory Redding;1977-02-06;+43  676 4160335;Cory.Redding@univie.ac.at;0
C0000000828;Antwan Peek;1976-06-21;+43  1 8410822;Antwan.Peek@me.com;0
C0000000829;Lance Briggs;1996-08-05;+43  664 5412616;Lance.Briggs@outlook.com;0
C0000000830;Jason Witten;1973-08-19;+43  680 6412930;Jason.Witten@gmail.com;1
C0000000831;Gerald Hayes;1972-11-11;+43  680 2871321;Gerald.Hayes@univie.ac.at;0
C0000000832;Nate Burleson;1964-05-22;+43  664 2643117;Nate.Burleson@chello.at;0
C0000000833;Vince Manuwai;1968-03-30;+43  664 8294846;Vince.Manuwai@me.com;0
C0000000834;Wayne Hunter;2005-12-13;+43  664 9507882;Wayne.Hunter@me.com;0
C0000000835;Kevin Curtis;1994-08-02;+43  1 2118821;Kevin.Curtis@univie.ac.at;0
C0000000836;Seth Wand;2000-03-02;+43  664 4546181;Seth.Wand@yahoo.com;0
C0000000837;Mike Seidman;1984-03-06;+43  664 2474673;Mike.Seidman@chello.at;0
C0000000838;Musa Smith;1967-01-26;+43  664 8223574;Musa.Smith@me.com;0
C0000000839;Wade Smith;1987-06-04;+43  680 7051881;Wade.Smith@yahoo.com;0
C0000000840;Kenny Peterson;1995-08-18;+43  680 9846399;Kenny.Peterson@yahoo.com;1
C0000000841;Courtney Van Buren;1962-03-11;+43  664 4872449;Courtney.Van.Buren@univie.ac.at;0
C0000000842;Derrick Dockery;2006-07-28;+43  676 7267582;Derrick.Dockery@me.com;0
C0000000843;Ricky Manning;2002-06-04;+43  664 5964214;Ricky.Manning@univie.ac.at;0
C0000000844;Sam Williams;1965-12-16;+43  680 7173125;Sam.Williams@hotmail.com;0
C0000000845;Chris Crocker;1982-02-18;+43  664 1856195;Chris.Crocker@hotmail.com;0
C0000000846;B.J. Askew;1966-08-28;+43  680 9134141;B.JAskew@chello.at;0
C0000000847;Cie Grant;2007-09-19;+43  676 9368873;Cie.Grant@chello.at;0
C0000000848;Taylor Whitley;1957-03-27;+43  664 6787528;Taylor.Whitley@univie.ac.at;0
C0000000849;Dave Ragone;1954-08-14;+43  680 8938464;Dave.Ragone@outlook.com;0
C0000000850;Andrew Williams;1974-12-28;+43  664 9751360;Andrew.Williams@gmail.com;1
C0000000851;Donald Strickland;1985-10-08;+43  680 3151310;Donald.Strickland@gmail.com;0
C0000000852;Visanthe Shiancoe;1966-02-09;+43  664 1539894;Visanthe.Shiancoe@me.com;0
C0000000853;Julian Battle;2001-05-13;+43  680 1601041;Julian.Battle@chello.at;0
C0000000854;Chris Brown;1961-11-07;+43  680 4232825;Chris.Brown@hotmail.com;0
C0000000855;Angelo Crowell;1973-06-14;+43  664 5428630;Angelo.Crowell@gmail.com;0
C0000000856;Billy McMullen;1959-09-22;+43  664 4815705;Billy.McMullen@hotmail.com;0
C0000000857;Justin Fargas;1954-09-04;+43  664 8147380;Justin.Fargas@gmail.com;0
C0000000858;Chris Simms;1942-08-21;+43  1 5822598;Chris.Simms@univie.ac.at;0
C0000000859;Dennis Weathersby;2004-12-04;+43  1 8472537;Dennis.Weathersby@chello.at;0
C0000000860;Artose Pinner;1972-04-23;+43  680 7207859;Artose.Pinner@chello.at;1
C0000000861;Todd Johnson;1986-06-09;+43  676 7800899;Todd.Johnson@yahoo.com;0
C0000000862;Domanick Williams;1969-02-23;+43  664 5390345;Domanick.Williams@yahoo.com;0
C0000000863;Montrae Holland;1946-06-16;+43  1 7921957;Montrae.Holland@gmx.at;0
C0000000864;Bradie James;1986-12-26;+43  664 5985889;Bradie.James@chello.at;0
C0000000865;George Wrighster;1961-02-25;+43  664 7481363;George.Wrighster@yahoo.com;0
C0000000866;Onterrio Smith;2006-02-26;+43  664 4152118;Onterrio.Smith@yahoo.com;0
C0000000867;Shaun McDonald;1976-01-30;+43  1 5690398;Shaun.McDonald@univie.ac.at;0
C0000000868;DeJuan Groce;1980-07-02;+43  1 9737628;DeJuan.Groce@univie.ac.at;0
C0000000869;Quentin Griffin;1995-02-07;+43  676 3888331;Quentin.Griffin@chello.at;0
C0000000870;Jarret Johnson;1960-10-21;+43  664 1406252;Jarret.Johnson@gmx.de;1
C0000000871;Seneca Wallace;1959-09-04;+43  664 5127981;Seneca.Wallace@yahoo.com;0
C0000000872;Terrence McGee;1965-11-22;+43  664 9210876;Terrence.McGee@gmx.de;0
C0000000873;Matt Wilhelm;1951-01-01;+43  1 6007744;Matt.Wilhelm@gmx.de;0
C0000000874;Brett Williams;1995-12-07;+43  664 3086537;Brett.Williams@chello.at;0
C0000000875;Nick Eason;1983-11-25;+43  680 1532327;Nick.Eason@yahoo.com;0
C0000000876;Lee Suggs;1992-10-19;+43  1 3042241;Lee.Suggs@chello.at;0
C0000000877;Ian Scott;1954-03-21;+43  676 6971863;Ian.Scott@yahoo.com;0
C0000000878;Dan Klecko;1956-02-22;+43  676 1403606;Dan.Klecko@example.com;0
C0000000879;Jeremi Johnson;1988-01-08;+43  664 3949735;Jeremi.Johnson@univie.ac.at;0
C0000000880;Colin Branch;2006-06-19;+43  664 7621670;Colin.Branch@gmail.com;1
C0000000881;Asante Samuel;1942-01-08;+43  680 3114642;Asante.Samuel@univie.ac.at;0
C0000000882;Justin Griffith;1962-10-03;+43  676 7786645;Justin.Griffith@yahoo.com;0
C0000000883;Steve Sciullo;1966-08-30;+43  680 4484310;Steve.Sciullo@gmail.com;0
C0000000884;Roderick Babers;1959-11-22;+43  1 3108101;Roderick.Babers@chello.at;0
C0000000885;Brandon Lloyd;1973-07-24;+43  664 2171010;Brandon.Lloyd@gmail.com;0
C0000000886;Ike Taylor;1955-02-14;+43  680 3067189;Ike.Taylor@chello.at;0
C0000000887;Rien Long;1951-12-29;+43  680 1061374;Rien.Long@me.com;0
C0000000888;Sam Aiken;1947-01-24;+43  664 6286143;Sam.Aiken@chello.at;0
C0000000889;Bryant McNeal;1995-01-31;+43  676 4097638;Bryant.McNeal@me.com;0
C0000000890;Shurron Pierson;1996-10-08;+43  664 9980209;Shurron.Pierson@yahoo.com;1
C0000000891;Lance Nimmo;1987-07-31;+43  664 5443471;Lance.Nimmo@chello.at;0
C0000000892;Jamaal Green;1965-12-25;+43  676 1619183;Jamaal.Green@chello.at;0
C0000000893;LaBrandon Toefield;2007-11-12;+43  680 7287757;LaBrandon.Toefield@gmx.at;0
C0000000894;Austin King;1986-09-21;+43  680 1782044;Austin.King@gmx.de;0
C0000000895;Ovie Mughelli;1973-08-21;+43  664 1757991;Ovie.Mughelli@univie.ac.at;0
C0000000896;Solomon Bates;1964-05-22;+43  1 9459902;Solomon.Bates@me.com;0
C0000000897;Khalid Abdullah;1980-03-30;+43  664 8094433;Khalid.Abdullah@gmx.at;0
C0000000898;Terrence Holt;2006-10-02;+43  664 2062607;Terrence.Holt@univie.ac.at;0
C0000000899;Robert Mathis;1982-03-05;+43  676 8482661;Robert.Mathis@chello.at;0
C0000000900;Bobby Wade;1954-12-04;+43  680 7269089;Bobby.Wade@chello.at;1
C0000000901;Derek Pagel;1981-08-29;+43  680 4479094;Derek.Pagel@me.com;0
C0000000902;Kenny King;1998-04-07;+43  676 9350284;Kenny.King@univie.ac.at;0
C0000000903;Ryan Pontbriand;1946-05-11;+43  676 4090941;Ryan.Pontbriand@chello.at;0
C0000000904;Justin Gage;1953-04-23;+43  1 3304699;Justin.Gage@yahoo.com;0
C0000000905;James Davis;2000-07-30;+43  680 3632587;James.Davis@gmx.at;0
C0000000906;Kindal Moorehead;1996-03-11;+43  1 2522864;Kindal.Moorehead@outlook.com;0
C0000000907;Aubrayo Franklin;1948-02-23;+43  664 1498881;Aubrayo.Franklin@yahoo.com;0
C0000000908;James Lee;1999-05-07;+43  664 1887184;James.Lee@univie.ac.at;0
C0000000909;Dan Curley;1974-03-17;+43  1 3443872;Dan.Curley@yahoo.com;0
C0000000910;Mike Scifres;1963-12-09;+43  664 4111396;Mike.Scifres@outlook.com;1
C0000000911;Matt Walters;1955-01-10;+43  680 4762771;Matt.Walters@chello.at;0
C0000000912;Ben Sobieski;1986-12-29;+43  1 3060322;Ben.Sobieski@me.com;0
C0000000913;Michael Lehan;1954-03-09;+43  664 3420874;Michael.Lehan@me.com;0
C0000000914;Jordan Black;1943-01-05;+43  664 8356736;Jordan.Black@yahoo.com;0
C0000000915;Donnie Nickey;2005-05-29;+43  664 5683897;Donnie.Nickey@chello.at;0
C0000000916;Melvin Williams;1964-02-26;+43  664 1738552;Melvin.Williams@gmx.de;0
C0000000917;Donald Lee;2005-01-22;+43  676 7400651;Donald.Lee@gmx.at;0
C0000000918;Ben Claxton;1998-01-18;+43  676 8624477;Ben.Claxton@univie.ac.at;0
C0000000919;Adrian Madise;1990-11-20;+43  676 3840184;Adrian.Madise@univie.ac.at;0
C0000000920;Jon Olinger;1955-06-28;+43  664 5732115;Jon.Olinger@hotmail.com;1
C0000000921;David Diehl;1981-09-13;+43  680 6730107;David.Diehl@univie.ac.at;0
C0000000922;Aaron Walker;1943-11-12;+43  676 6876910;Aaron.Walker@gmail.com;0
C0000000923;Keyon Whiteside;2004-10-19;+43  676 7339608;Keyon.Whiteside@outlook.com;0
C0000000924;Brian St. Pierre;1956-11-06;+43  664 7651545;Brian.StPierre@yahoo.com;0
C0000000925;Dan Koppen;1980-05-12;+43  676 4921656;Dan.Koppen@outlook.com;0
C0000000926;Chris Davis;1959-05-01;+43  664 7963978;Chris.Davis@example.com;0
C0000000927;Hunter Hillenmeyer;1964-01-25;+43  1 4218506;Hunter.Hillenmeyer@example.com;0
C0000000928;Doug Gabriel;2006-06-15;+43  664 9078514;Doug.Gabriel@univie.ac.at;0
C0000000929;Sean Mahan;1967-02-03;+43  676 7516137;Sean.Mahan@chello.at;0
C0000000930;J.R. Tolver;1959-02-27;+43  664 4983242;J.RTolver@univie.ac.at;1
C0000000931;Shane Walton;1981-02-01;+43  680 5339781;Shane.Walton@yahoo.com;0
C0000000932;Tron LaFavor;1952-05-22;+43  1 5899017;Tron.LaFavor@chello.at;0
C0000000933;Kevin Garrett;1992-12-25;+43  680 3750429;Kevin.Garrett@chello.at;0
C0000000934;Tony Pashos;2007-01-01;+43  1 2282218;Tony.Pashos@yahoo.com;0
C0000000935;Langston Moore;1953-06-07;+43  680 5131824;Langston.Moore@outlook.com;0
C0000000936;David Kircus;1974-01-28;+43  1 4991752;David.Kircus@gmx.de;0
